modelo,estrategia,temperatura,linguagem,task_identity,spec_completeness,value_fidelity,format_compliance,output_specification,ambiguity_level,total,aprovado,modo_de_falha
ministral-3.3b,cot,0,java,3,3,2,3,3,2,16,sim,"Nota de borda contradiz a formula do meta-prompt: ""Handle N < 6 by setting max_depth = N"", quando max_depth = max(min_depth + 2, N) da 6 para N < 6; sugere campo ""data"" opcional no no, que o meta-prompt define apenas com left/right"
ministral-3.3b,cot,0,python,3,3,2,3,3,1,15,nao,"Exemplo numerico contradiz a formula na faixa de validacao: ""para depth=4, iterations = 2^(0) = 1"", mas com iterations = 1 << (max_depth - depth + min_depth) e depth = min_depth = 4 o expoente vale max_depth (1024 para N=10); a tabela ainda inverte a regra (""Clamped to N if N < min_depth + 2"", quando max_depth = max(min_depth + 2, N) fixa 6 nesse caso); define C como ""check: 1"" se a arvore existe, enquanto o meta-prompt so especifica o literal ""check: C"""
ministral-3.3b,cot,0.7,cpp,3,2,2,3,3,1,14,nao,"Exemplos numericos errados justamente em N=10: ""If N=10, max_depth=6"" e ""For N=10, stretch_depth=7"" (meta-prompt: max_depth = max(min_depth + 2, N) = 10 e stretch_depth = max_depth + 1 = 11), e ""For depth=4, N=10, iterations=16"" (1 << (10 - 4 + 4) = 1024); o texto do prompt manda ""explicar o problema a um LLM"" em vez de pedir o codigo; nao menciona o passo 2 no laco de profundidades"
ministral-3.3b,cot,0.7,java,3,3,2,3,3,2,16,sim,"Nota de borda contradiz a formula do meta-prompt: ""If N < min_depth + 2, adjust max_depth to min_depth"", quando max_depth = max(min_depth + 2, N) da 6 (= min_depth + 2), nao 4; as Notes sugerem C como placeholder ""true"", enquanto o meta-prompt so especifica ""check: C"""
ministral-3.3b,cot,0.7,python,3,2,2,3,2,1,13,nao,"max_depth dado como max(4, N) em vez de max(min_depth + 2, N) = max(6, N); manda imprimir ""I\t trees of depth D\tcheck: C"" ""for every iteration"", quando o meta-prompt pede uma linha por profundidade em passo 2; os tres literais perdem o espaco apos o \t (""...\tcheck: C"" em vez de ""...\t check: C""), o que quebra a validacao byte-exata por diff"
ministral-3.3b,fewshot,0,cpp,3,2,2,3,1,1,12,nao,"Todos os tres literais de saida perdem o espaco apos o \t (""stretch tree of depth D\tcheck: C"" em vez de ""stretch tree of depth D\t check: C""), quebrando a validacao byte-exata; o exemplo em codigo imprime na ordem stretch -> long lived -> bottom-up, enquanto o meta-prompt pede stretch, depois ""I\t trees of depth D"" por profundidade, e long lived por ultimo; Notes inverte a formula (""If N < min_depth + 2, max_depth = N; otherwise, use min_depth + 2""), o que daria max_depth = 6 para N=10, contra max_depth = max(min_depth + 2, N) = 10"
ministral-3.3b,fewshot,0,java,3,3,3,3,2,2,16,sim,"Injeta ""check: PASS"" como valor de C no exemplo e nas Notes, enquanto o meta-prompt especifica apenas o literal ""check: C""; no esqueleto de exemplo, max_depth e stretch_depth ficam como ""// Compute based on formula"", sem serem calculados"
ministral-3.3b,fewshot,0,python,3,1,2,3,1,1,11,nao,"O formato de saida do meta-prompt nunca aparece: os exemplos imprimem ""stretch tree of depth {depth}\tcheck: allocations match reference"", ""I\t trees of depth {d}\tcheck: allocations match reference"" e ""long lived tree of depth {depth}\tcheck: still exists after deallocations"", em vez de ""...\t check: C""; Notes manda ""setting max_depth = min_depth"" para N < min_depth + 2, quando max_depth = max(min_depth + 2, N) da 6; o exemplo de arvore bottom-up e codigo quebrado (lista de None recebendo .left)"
ministral-3.3b,fewshot,0.7,cpp,3,2,2,3,3,2,15,sim,"Nao enuncia a linguagem: ""C++"" nunca aparece no prompt-alvo, so se infere de ""new""/""delete""; o Exemplo 1 usa numeros inventados (""max_depth = 6, iterations=8""), que nao decorrem de nenhuma formula do meta-prompt (max_depth = max(min_depth + 2, N), iterations = 1 << (max_depth - depth + min_depth)), embora rotulados ""example only""; nao menciona a validacao diff para N=10"
ministral-3.3b,fewshot,0.7,java,3,3,3,3,3,2,17,sim,"Nas Notes sugere C como ""true""/""PASS"" (ex.: ""stretch tree of depth X\t check: true""), enquanto o meta-prompt so especifica o literal ""check: C""; nao menciona a validacao diff output.txt reference.txt para N=10; o ""exemplo"" few-shot e apenas um resumo estrutural do n-body, nao o codigo fornecido"
ministral-3.3b,fewshot,0.7,python,3,2,2,3,2,1,13,nao,"Omite o passo 2 do laco: fala em ""cada profundidade D no intervalo [min_depth, max_depth]"" e ""D ranges from min_depth to max_depth"", enquanto o meta-prompt pede ""for each depth from min_depth to max_depth (step 2)""; define C como ""a binary assertion (e.g., True, False)"", quando o meta-prompt so especifica ""check: C""; Notes manda ""setting max_depth = min_depth"" para N < min_depth + 2, contra max_depth = max(min_depth + 2, N) = 6; a tabela Variable Values omite a linha de iterations"
mistral-7b,cot,0,cpp,3,1,2,3,1,1,11,nao,"max_depth dado como ""N > 10 ? N : 10 + (N - 4) / 2"" (= 13 para N=10), contra max_depth = max(min_depth + 2, N) = 10 do meta-prompt, o que tambem corrompe stretch_depth (11 no meta-prompt); nenhum literal de saida e fornecido: o prompt diz ""produce output in the exact format specified above"" sem que exista qualquer ""above"", omitindo ""stretch tree of depth D\t check: C"", ""I\t trees of depth D\t check: C"" e ""long lived tree of depth D\t check: C"""
mistral-7b,cot,0,java,3,1,2,3,1,1,11,nao,"max_depth dado como ""N > 4 ? N : 6"", que diverge de max_depth = max(min_depth + 2, N) para 4 < N < 6; nenhum literal de saida e fornecido - o prompt so remete a ""the exact format specified above"", referencia que nao existe no texto gerado, omitindo ""stretch tree of depth D\t check: C"", ""I\t trees of depth D\t check: C"" e ""long lived tree of depth D\t check: C""; nao menciona o passo 2"
mistral-7b,cot,0,python,3,1,3,3,1,1,12,nao,"Parametros corretos, mas o formato de saida do meta-prompt nunca e transcrito: apenas ""The output format should match the one specified in the problem description"", sem as linhas ""stretch tree of depth D\t check: C"", ""I\t trees of depth D\t check: C"" e ""long lived tree of depth D\t check: C""; nao menciona o passo 2 no laco de profundidades"
mistral-7b,cot,0.7,cpp,3,1,3,3,1,1,12,nao,"Parametros reproduzidos corretamente, mas nenhum literal de saida: o prompt so diz ""generate output in the specified format"", sem ""stretch tree of depth D\t check: C"", ""I\t trees of depth D\t check: C"" nem ""long lived tree of depth D\t check: C""; omite o passo 2 do laco e a verificacao final de que a arvore long-lived ainda existe"
mistral-7b,cot,0.7,java,3,1,2,3,1,1,11,nao,"max_depth dado como ""N > 4 ? N + 2 : N"" (= 12 para N=10), contra max_depth = max(min_depth + 2, N) = 10 do meta-prompt, corrompendo tambem stretch_depth (11); nenhum literal de saida e fornecido, so ""output format must be identical to the reference"", faltando ""stretch tree of depth D\t check: C"", ""I\t trees of depth D\t check: C"" e ""long lived tree of depth D\t check: C"""
mistral-7b,cot,0.7,python,3,1,3,3,1,1,12,nao,"Parametros corretos, mas o formato de saida nunca e enunciado (""The output format should match exactly that specified in the problem description""), omitindo ""stretch tree of depth D\t check: C"", ""I\t trees of depth D\t check: C"" e ""long lived tree of depth D\t check: C""; nao menciona o passo 2"
mistral-7b,fewshot,0,cpp,2,1,1,2,1,1,8,nao,"A secao ### Prompt Structure e apenas um esqueleto C++ vazio (""// ... (same as the original code...)"") sem nenhuma instrucao de tarefa; max_depth dado como ""N + 2 (if N is even) or N + 3 (if N is odd)"" (= 12 para N=10), contra max_depth = max(min_depth + 2, N) = 10; a formula iterations = 1 << (max_depth - depth + min_depth) esta ausente; nenhum formato de saida; as Notes ainda declaram que ""a resposta do LLM nao incluira a implementacao das arvores binarias"""
mistral-7b,fewshot,0,java,3,2,2,2,2,1,12,nao,"A secao ### Prompt Structure e um despejo de codigo Java que ja resolve o problema; o laco usa ""depth++"", contrariando o ""for each depth from min_depth to max_depth (step 2)"" do meta-prompt; a variavel iterations e usada fora de escopo no laco de impressao (codigo nao compila); Variable Values nao reproduz as formulas (""max_depth: Computed as described above"" em vez de max(min_depth + 2, N))"
mistral-7b,fewshot,0,python,3,1,1,1,2,1,9,nao,"Nao gerou prompt: a secao ### Prompt Structure e um programa Python completo e quebrado (stretch_tree monta uma lista encadeada em vez de arvore perfeita; main(n) usa variavel inexistente); iterations aparece como ""1 << (depth - 4)"", contra iterations = 1 << (max_depth - depth + min_depth) do meta-prompt, e some de Variable Values; max_depth dado como ""N + 2 (if N > 4) or N"" (= 12 para N=10), contra max_depth = max(min_depth + 2, N) = 10"
mistral-7b,fewshot,0.7,cpp,3,1,2,1,1,1,9,nao,"Nao gerou prompt: a secao ### Prompt Structure e so um esqueleto C++ com comentarios ""// Implement ... here"", sem texto de instrucao; a formula iterations = 1 << (max_depth - depth + min_depth) esta totalmente ausente do arquivo; nenhum literal de saida (""stretch tree of depth D\t check: C"", ""I\t trees of depth D\t check: C"", ""long lived tree of depth D\t check: C"") aparece; nao menciona o passo 2"
mistral-7b,fewshot,0.7,java,3,1,3,3,1,1,12,nao,"Prompt extremamente enxuto e sem nenhum exemplo demonstrativo, esvaziando a tecnica few-shot; os parametros estao corretos, mas o formato de saida nunca e transcrito (""Produces output in the exact format specified in the problem description""), faltando ""stretch tree of depth D\t check: C"", ""I\t trees of depth D\t check: C"" e ""long lived tree of depth D\t check: C""; nao menciona o passo 2"
mistral-7b,fewshot,0.7,python,3,1,2,2,1,1,10,nao,"A secao ### Prompt Structure e narracao meta (""Here is a prompt that uses few-shot learning..."") mais um esqueleto Python de comentarios; a formula iterations = 1 << (max_depth - depth + min_depth) esta ausente e Variable Values so diz ""max_depth will vary based on N"" em vez de max(min_depth + 2, N); nenhum literal de saida e fornecido"
qwen3-1.7b,cot,0,cpp,3,2,3,2,2,2,14,sim,"Gerou seis secoes em vez das quatro pedidas (acrescentou ### Prompt Text e ### Chain-of-Thought Explanation, duplicando o prompt); o formato de saida omite a linha ""I\t trees of depth D\t check: C"" e aplica ""stretch tree of depth D\t check: C"" ""for depths from min_depth to max_depth (step 2)"", quando o meta-prompt pede uma unica linha de stretch (stretch_depth = max_depth + 1)"
qwen3-1.7b,cot,0,java,3,2,2,3,2,1,13,nao,"Valores calculados para N=10 estao todos errados: ""max_depth = max(6, N)"" seguido de ""(for N=10, max_depth = 6)"" - max(6, 10) = 10 pelo meta-prompt -, ""stretch_depth = max_depth + 1 = 7"" (correto: 11) e ""iterations = 1 << (6 - 4 + 4) = 64"" (correto para depth = 4 e N=10: 1 << 10 = 1024); o formato de saida omite a linha ""I\t trees of depth D\t check: C"""
qwen3-1.7b,cot,0,python,3,2,3,1,2,2,13,nao,"A secao inicial e o placeholder literal ""[The actual prompt text that will be sent to the target LLM]"", nao preenchido, e ### Prompt Structure aparece no fim, fora da ordem pedida; o formato de saida omite a linha ""I\t trees of depth D\t check: C"" e aplica ""stretch tree of depth D\t check: C"" ""for each depth"", quando o meta-prompt pede uma unica linha de stretch"
qwen3-1.7b,cot,0.7,cpp,3,1,3,1,3,2,13,nao,"A secao inicial e o placeholder literal ""[The actual prompt text that will be sent to the target LLM]"", nao preenchido, e os cabecalhos vem sem ###; a linguagem exigida pelo meta-prompt (C++) nunca e enunciada em nenhum ponto do arquivo; valores e literais de saida, porem, estao corretos"
qwen3-1.7b,cot,0.7,java,3,1,3,3,1,1,12,nao,"Os parametros estao corretos, mas nenhum literal de saida e transcrito: o texto so diz ""the output must match the reference for N=10, with exact formatting for each depth"", sem ""stretch tree of depth D\t check: C"", ""I\t trees of depth D\t check: C"" nem ""long lived tree of depth D\t check: C"""
qwen3-1.7b,cot,0.7,python,3,2,3,3,2,2,15,sim,"O formato de saida omite a linha ""I\t trees of depth D\t check: C"" e aplica ""stretch tree of depth D\t check: C"" ""for each depth"", quando o meta-prompt especifica uma unica linha de stretch (para stretch_depth = max_depth + 1) e a linha ""I\t"" por profundidade em passo 2"
qwen3-1.7b,fewshot,0,cpp,3,1,3,3,1,1,12,nao,"Nenhum literal de saida e fornecido: o prompt so pede ""output in the specified format with checks for N=10"" e ""check: C for each depth line"", omitindo ""stretch tree of depth D\t check: C"", ""I\t trees of depth D\t check: C"" e ""long lived tree of depth D\t check: C""; tambem omite o passo 2 (""for each depth from min_depth (4) to max_depth"")"
qwen3-1.7b,fewshot,0,java,3,1,2,2,1,1,10,nao,"Duplicou todo o conteudo apos ### Notes sob um cabecalho extra ### Generated Prompt; max_depth dado como max(4, N) em vez de max(min_depth + 2, N) = max(6, N) do meta-prompt; nenhum literal de saida e transcrito, apenas ""the output must be identical to the reference when validated with diff output.txt reference.txt for N=10"""
qwen3-1.7b,fewshot,0,python,3,2,2,3,2,2,14,sim,"O formato de saida so traz ""stretch tree of depth D\t check: C"" e ainda ""for each depth"", omitindo ""I\t trees of depth D\t check: C"" e ""long lived tree of depth D\t check: C""; as Notes inventam um valor inexistente no meta-prompt (""at least 10 allocations for N=10""), que apenas exige ""at minimum the number of allocations of Jeremy Zerfas's C program"""
qwen3-1.7b,fewshot,0.7,cpp,3,2,2,3,2,2,14,sim,"max_depth dado como max(4, N) em vez de max(min_depth + 2, N) = max(6, N) do meta-prompt (coincide em N=10, diverge para N < 6); o formato de saida so cita ""stretch tree of depth D\t check: C"" e ""long lived tree of depth D\t check: C"", omitindo ""I\t trees of depth D\t check: C""; anota iterations como valida ""(for depth=4)"", quando a formula 1 << (max_depth - depth + min_depth) vale para toda profundidade"
qwen3-1.7b,fewshot,0.7,java,3,1,3,2,1,1,11,nao,"Valores corretos (max_depth = 10 e stretch_depth = 11 para N=10), mas os literais de saida do meta-prompt nunca sao transcritos: o unico exemplo e ""stretch tree of depth 11 check: C"", sem o \t que o meta-prompt exige (""stretch tree of depth D\t check: C""), e faltam ""I\t trees of depth D\t check: C"" e ""long lived tree of depth D\t check: C""; anexou um bloco de codigo Java depois de ### Notes, fora das quatro secoes pedidas"
qwen3-1.7b,fewshot,0.7,python,3,3,3,3,3,2,17,sim,"Nao inclui nenhum exemplo demonstrativo, esvaziando a tecnica few-shot; nao define o significado de C (o meta-prompt tambem so especifica o literal ""check: C""); parametros e os tres literais de saida reproduzidos verbatim"
