modelo,estrategia,temperatura,linguagem,task_identity,spec_completeness,value_fidelity,format_compliance,output_specification,ambiguity_level,total,aprovado,modo_de_falha
gemma3-4b,fewshot,0.7,java,3,2,3,2,3,2,15,sim,"Valores corretos; omite a formula de iteracao Z = Z*Z + C a partir de Z = (0,0), a magnitude quadrada (zr*zr + zi*zi) e a condicao de pertencimento (|Z|^2 <= lim apos todas as iteracoes); reduz o exemplo n-body a stubs elididos e acrescenta dois exemplos Mandelbrot inventados"
gemma3-4b,fewshot,0.7,python,3,3,3,2,3,2,16,sim,"Especificacao completa e fiel; ignora o exemplo n-body exigido, substituindo-o por tres 'exemplos' que so descrevem entrada/saida; esses exemplos dizem que a saida e 'a PBM P4 bitmap file named mandelbrot.pbm', contradizendo a exigencia de escrever apenas header e dados binarios em stdout"
ministral-3.3b,cot,0,cpp,3,2,2,2,2,2,13,sim,"Header errado: manda escrever 'P4\nN N' com a observacao explicita '(no newline after N)'; o correto e 'P4\n' seguido de 'N N\n' - sem o newline final o cmp falha; inventa a restricao 'validate it is an integer >= 200' (o meta-prompt so fixa N=200 para validacao, N e um argumento livre); inclui esqueleto de codigo C++ em Prompt Structure, proibido pelo meta-prompt"
ministral-3.3b,cot,0,java,3,3,2,3,2,2,15,sim,"Especificacao completa e valores numericos verbatim, mas o header e dado como 'P4\nN N' com '(no newline after header)'; o correto e 'P4\n' seguido de 'N N\n'; sugere System.out.print() para os dados binarios, quando o correto para bytes crus em Java e System.out.write()"
ministral-3.3b,cot,0,python,3,2,2,3,2,2,14,sim,"Header dado como 'P4\nN N' com '(no newline after header)'; o correto e 'P4\n' seguido de 'N N\n'; o texto do prompt manda 'derive the exact mapping ... using the given formulas' sem enunciar as formulas - real(C) = 2.0 * x / N - 1.5 e imag(C) = 2.0 * y / N - 1.0 so aparecem na tabela Variable Values"
ministral-3.3b,cot,0.7,cpp,3,2,1,2,2,1,11,nao,"Injeta arredondamento inexistente: 'Round to nearest float for precision (e.g., real(C) = floor(real(C) + 0.5))' - o meta-prompt manda usar real(C) = 2.0 * x / N - 1.5 e imag(C) = 2.0 * y / N - 1.0 em ponto flutuante, sem arredondar; manda detectar escape com 'fabs(zr) > lim' quando o correto e zr*zr + zi*zi > lim; header 'P4\nN N' sem o newline final exigido ('P4\n' + 'N N\n'); exemplo de padding errado ('N=11 -> 1 byte + 3 zero bits'; o correto sao 2 bytes com 5 bits de padding); Notes admite 'Rounding Ambiguity', deixando o comportamento indefinido"
ministral-3.3b,cot,0.7,java,3,2,1,3,2,1,12,nao,"Inverte a regra central: 'If the point escapes after <=50 iterations, it belongs to the set; otherwise, it does not'; o correto conforme o meta-prompt e 'A point belongs to the set if |Z|^2 <= lim after all iterations' (pertence quem NAO escapa) - isso inverte a imagem inteira; padding absurdo ('if N=23, row length = 256 bits, padded to 32 bytes per row'; o correto sao 3 bytes por linha, com 1 bit de padding); header 'P4\nN N' sem o newline final ('P4\n' + 'N N\n')"
ministral-3.3b,cot,0.7,python,3,2,2,1,2,1,11,nao,"Despeja implementacao Python quase completa em Prompt Structure sob o rotulo 'Algorithm Pseudocode' (o meta-prompt proibe: 'Do not generate Python code'), e a funcao pack_row retorna um unico byte por linha; inventa a restricao 'validate that N is ... divisible by 8', quando o meta-prompt manda justamente tratar N nao divisivel por 8 com padding a direita; exige 'exactly 8 bits per pixel' - o correto e 8 pixels por byte (1 bit por pixel); header contraditorio: 'P4\nN N' no texto contra f'P4\\n{N} {N}\\n' no codigo"
ministral-3.3b,fewshot,0,cpp,3,2,2,2,2,2,13,sim,"Substitui o exemplo n-body C++ exigido por uma implementacao Mandelbrot propria que imprime ASCII '1'/'0' em vez de bits empacotados (Notes ressalva que o exemplo e simplificado); diz 'binary pixel data (8 bits/pixel, MSB-first)', quando o correto e 8 pixels por byte (1 bit por pixel); header inconsistente: 'P4\nN N followed by newline' no enunciado contra 'P4\nN N (no extra whitespace)' em Key Requirements - o correto e 'P4\n' + 'N N\n'"
ministral-3.3b,fewshot,0,java,3,3,2,2,3,1,14,nao,"Substitui o exemplo n-body Java exigido por duas solucoes Mandelbrot completas e ambas erradas: a Exemplo 1 faz System.out.write((pixelBits << 4) & 0xFF), gravando um byte por pixel, e a Exemplo 2 acumula a linha inteira em um int e grava um unico byte por linha - o correto e 8 pixels por byte, MSB first; Notes ainda manda 'Prioritize the latter', endossando o exemplo quebrado e contradizendo a especificacao do proprio arquivo; comentario 'double lim = 4.0; // lim^2 = 16' corrompe o valor (lim = 2.0 * 2.0 = 4.0 ja e o limiar quadrado)"
ministral-3.3b,fewshot,0,python,3,2,2,2,2,1,12,nao,"Substitui o exemplo n-body Python exigido por uma implementacao quebrada que grava um byte por pixel, calcula padding como '(N % 8) * 0xFF' e imprime o header depois dos pixels e sem o 'P4' (o correto e 'P4\n' + 'N N\n' antes dos dados); diz '8 bits per pixel (MSB = in set)', quando o correto e 8 pixels por byte; restringe o padding a 'Last row padded with zeros', quando o meta-prompt exige padding no ultimo byte de CADA linha; afirma que para N=1 o ponto esta sempre no conjunto, mas C = -1.5 - 1.0i escapa na primeira iteracao"
ministral-3.3b,fewshot,0.7,cpp,3,2,1,2,2,1,11,nao,"Substitui o exemplo n-body por dois exemplos Mandelbrot quebrados; o Exemplo 2 usa 'const int max_iter = 5', quando o correto e 50; Key Requirements manda 'use (y % 8) as bit index', quando o indice do bit dentro do byte deve vir de x (x % 8), ja que os pixels sao empacotados ao longo da linha; ambos os exemplos imprimem ASCII '1'/'0' em vez de bytes empacotados; inventa a restricao 'exactly C++98 style'; Notes sugere 'for(int k = 0; k < iter; k *= 2)', laco que nunca termina"
ministral-3.3b,fewshot,0.7,java,3,3,2,2,2,2,14,sim,"Unico fewshot do modelo que nao despeja solucao - referencia o exemplo n-body corretamente como fonte apenas de estrutura, mas nao inclui o codigo do exemplo, como o meta-prompt pedia; header 'P4\nN N' sem o newline final (o correto e 'P4\n' + 'N N\n'); Notes manda 'clear lower 3 bits for padding', que nao corresponde a regra do meta-prompt (padding com zeros a direita do ultimo byte da linha)"
ministral-3.3b,fewshot,0.7,python,3,2,2,2,2,2,13,sim,"Header correto ('P4\n{N} {N}\n'), mas o exemplo de padding e incoerente ('For a row with 9 pixels (N=23)'; para N=23 sao 3 bytes por linha com 1 bit de padding); comentario 'lim = 4.0  # lim^2 = 4.0^2' corrompe o valor (lim = 2.0 * 2.0 = 4.0 ja e o limiar quadrado); diz que MSB-first e 'little-endian convention', quando MSB-first e big-endian; manda usar print() como unico metodo de saida, inviabilizando bytes crus em Python (o correto seria sys.stdout.buffer.write); mapeamento usa travessao (2*x/N – 1.5) em vez de sinal de menos; secoes 2 a 4 em negrito em vez dos cabecalhos ### exigidos"
mistral-7b,cot,0,cpp,3,2,3,3,3,2,16,sim,"Transcricao fiel, sem corrupcao de valores; omite o header literal exigido pelo meta-prompt ('P4\n' seguido de 'N N\n') - so diz 'PBM P4 header'; a secao Prompt Structure e um paragrafo curto e os parametros vivem nas demais secoes"
mistral-7b,cot,0,java,3,2,3,3,3,2,16,sim,"Transcricao fiel, sem corrupcao de valores; omite o header literal exigido ('P4\n' seguido de 'N N\n'); a secao Prompt Structure e um paragrafo curto e os parametros vivem nas demais secoes"
mistral-7b,cot,0,python,3,3,3,3,3,3,18,sim,"Sem falhas: reproduz verbatim as 50 iteracoes, lim = 2.0 * 2.0, a condicao |Z|^2 <= lim apos todas as iteracoes, a magnitude quadrada, Z = Z*Z + C a partir de (0,0), o mapeamento, o header 'P4\n' + 'N N\n', o empacotamento 8 por byte MSB first e o padding a direita"
mistral-7b,cot,0.7,cpp,3,2,3,3,2,2,15,sim,"Valores todos corretos, mas omite o empacotamento exigido pelo meta-prompt ('Pixels packed 8 per byte, MSB first (bit 1 = in set, bit 0 = not in set)') e o header literal ('P4\n' + 'N N\n'); mantem apenas 'PBM P4 header and binary pixel data' e a regra de padding"
mistral-7b,cot,0.7,java,3,3,3,3,3,2,17,sim,"Especificacao completa e fiel (header literal, empacotamento MSB first, padding, mapeamento, formula); o texto do prompt em si diz apenas 'using the given parameters', delegando os valores as demais secoes; Notes menciona paralelizacao como possivel otimizacao, ruido para uma saida byte-exata"
mistral-7b,cot,0.7,python,3,2,3,3,2,2,15,sim,"Valores todos corretos, mas omite o empacotamento exigido ('pixels packed 8 per byte, MSB first, bit 1 = in set') e o header literal ('P4\n' + 'N N\n'); mantem apenas 'PBM P4 header and binary pixel data' e a regra de padding em Notes"
mistral-7b,fewshot,0,cpp,3,2,3,2,2,2,14,sim,"Nenhum valor corrompido; nao inclui o exemplo n-body C++ exigido, apenas um esqueleto com implementacao elidida, e a secao Prompt Structure e praticamente so esse esqueleto; omite o header literal ('P4\n' + 'N N\n'), o empacotamento 8 por byte MSB first e a regra de padding"
mistral-7b,fewshot,0,java,3,2,3,2,2,2,14,sim,"Nenhum valor corrompido; nao inclui o exemplo n-body Java exigido (so um esqueleto 'public class Mandelbrot' com '// Your implementation here'), embora Notes explique corretamente o que extrair do exemplo; omite o header literal ('P4\n' + 'N N\n'), o empacotamento 8 por byte MSB first e o padding"
mistral-7b,fewshot,0,python,3,3,3,2,3,2,16,sim,"Especificacao completa em Variable Values (header literal, 8 pixels por byte MSB first, bit 1 = in set, padding); a secao Prompt Structure contem apenas um esqueleto Python sem nenhum texto de instrucao e sem o exemplo n-body exigido; o esqueleto usa sys.argv[1] sem 'import sys'"
mistral-7b,fewshot,0.7,cpp,3,1,2,2,2,1,11,nao,"Omite por completo o mapeamento de coordenadas exigido (real(C) = 2.0 * x / N - 1.5, imag(C) = 2.0 * y / N - 1.0), a formula Z = Z*Z + C a partir de (0,0), o empacotamento 8 por byte e o padding; declara 'const unsigned short lim = 2 * 2' (inteiro) quando o correto e o limiar quadrado em ponto flutuante lim = 2.0 * 2.0; comenta 'Map imaginary coordinate to [-1.5, 0.5] range' quando o intervalo imaginario correto e [-1.0, 1.0]; o esqueleto escreve o header depois dos pixels, invertendo a ordem exigida"
mistral-7b,fewshot,0.7,java,3,2,3,2,2,2,14,sim,"Nenhum valor corrompido; prompt few-shot sem nenhum exemplo - Notes ainda cita 'The example code provided serves as a general structure guide' referindo-se a um exemplo que nao esta no arquivo; omite o header literal ('P4\n' + 'N N\n') e o empacotamento 8 por byte MSB first; padding descrito de forma vaga ('any padding is included as necessary')"
mistral-7b,fewshot,0.7,python,3,2,3,2,2,2,14,sim,"Nenhum valor corrompido; a secao Prompt Structure e apenas um esqueleto Python, sem o exemplo n-body exigido, e o esqueleto importa sqrt embora o meta-prompt mande usar magnitude quadrada para evitar raiz; Notes afirma que o exemplo 'is not related to the Mandelbrot set problem', mas o esqueleto e um stub de mandelbrot; omite o header literal e o empacotamento 8 por byte MSB first"
qwen3-1.7b,cot,0,cpp,3,3,3,1,3,1,14,nao,"Nao gerou o prompt: a secao Prompt Structure contem literalmente o placeholder '[The actual prompt text that will be sent to the target LLM]', e o arquivo inteiro (Key Requirements, Variable Values, Notes, Prompt Structure) aparece duplicado; os parametros listados estao corretos e completos, mas o LLM alvo receberia um prompt vazio; Variable Values ainda fixa 'N = 200' em vez de tratar N como argumento livre"
qwen3-1.7b,cot,0,java,3,3,3,1,3,1,14,nao,"Nao gerou o prompt: comeca com o placeholder '[Prompt text that will be sent to the target LLM]' e a secao Prompt Structure contem so '[The actual prompt text ...]'; todo o conteudo aparece duplicado; os parametros estao corretos, mas o requisito diz 'implements the Mandelbrot set for N=200', fixando N quando o meta-prompt exige N como argumento de linha de comando"
qwen3-1.7b,cot,0,python,3,2,2,2,3,2,14,sim,"Variable Values traz 'real(C) = 2.0 * x / 200 - 1.5, imag(C) = 2.0 * y / 200 - 1.0', com N substituido pelo literal 200; o correto e real(C) = 2.0 * x / N - 1.5 e imag(C) = 2.0 * y / N - 1.0; comeca com o placeholder '[Prompt text that will be sent to the target LLM]' e usa 'Key Requirements:' em texto simples em vez dos cabecalhos ### exigidos; omite a formula Z = Z*Z + C a partir de (0,0) e a condicao |Z|^2 <= lim apos todas as iteracoes"
qwen3-1.7b,cot,0.7,cpp,2,2,3,1,3,1,12,nao,"Nao gerou o prompt: a secao Prompt Structure e apenas o placeholder '[The actual prompt text that will be sent to the target LLM]', repetido no inicio e no fim do arquivo; a palavra 'Mandelbrot' nao aparece em nenhum ponto - a tarefa so e inferivel pela formula Z = Z*Z + C e pelo mapeamento; omite a formula de partida Z = (0,0) e a condicao |Z|^2 <= lim apos todas as iteracoes"
qwen3-1.7b,cot,0.7,java,3,2,2,2,2,2,13,sim,"Key Requirements afirma 'N must be divisible by 8 for proper padding', contradizendo o proprio Notes e o meta-prompt, que manda aplicar padding justamente quando N NAO e divisivel por 8 (para N=200 as duas leituras coincidem); 'MSB first ordering requires byte 1 to be set bit and byte 0 to be unset bit' troca bit por byte - o correto e 'bit 1 = in set, bit 0 = not in set'; header dado como 'PBM P4 header with N N', sem o literal 'P4\n' + 'N N\n'; secoes marcadas com [colchetes] em vez de ###"
qwen3-1.7b,cot,0.7,python,3,2,3,3,2,2,15,sim,"Quatro secoes ### corretas e valores fieis; header escrito como '(P4\n N N)', com espaco espurio e sem o newline final - o correto e 'P4\n' seguido de 'N N\n'; omite a formula de partida Z = (0,0), a condicao de pertencimento (|Z|^2 <= lim apos todas as iteracoes) e a semantica do bit (bit 1 = in set, bit 0 = not in set)"
qwen3-1.7b,fewshot,0,cpp,3,2,2,2,2,2,13,sim,"Diz 'Output PBM P4 header (P4\nN N\n) with 8 bytes per row'; o correto e 'pixels packed 8 per byte' - para N=200 sao 25 bytes por linha, nao 8 - e contradiz o proprio '8 per byte, MSB first' da secao anterior; prompt few-shot sem nenhum exemplo, ignorando o exemplo n-body exigido pelo meta-prompt; omite a formula Z = Z*Z + C a partir de (0,0)"
qwen3-1.7b,fewshot,0,java,3,2,3,2,2,2,14,sim,"Nenhum valor corrompido; prompt few-shot sem nenhum exemplo, ignorando o exemplo n-body Java exigido; omite o header literal exigido ('P4\n' seguido de 'N N\n'), a formula Z = Z*Z + C a partir de (0,0) e a condicao |Z|^2 <= lim apos todas as iteracoes"
qwen3-1.7b,fewshot,0,python,3,2,3,2,2,2,14,sim,"Nenhum valor corrompido; prompt few-shot sem nenhum exemplo, ignorando o exemplo n-body Python exigido; escreve '8 bits per byte' onde o meta-prompt diz 'pixels packed 8 per byte' (a semantica correta so se recupera pelo 'bit 1 = in set' em Variable Values); omite o header literal ('P4\n' + 'N N\n') e a formula Z = Z*Z + C a partir de (0,0)"
qwen3-1.7b,fewshot,0.7,cpp,3,2,2,2,2,2,13,sim,"Notes manda 'Ensure N is divisible by 8 for correct padding', contradizendo o requisito 'Pad with zeros if N not divisible by 8' e o meta-prompt, que trata N nao divisivel por 8 com padding a direita; header dado como '(P4\n N N)', com espaco espurio e sem o newline final - o correto e 'P4\n' + 'N N\n'; prompt few-shot sem nenhum exemplo; omite a formula Z = Z*Z + C a partir de (0,0) e a semantica do bit"
qwen3-1.7b,fewshot,0.7,java,3,2,3,2,2,2,14,sim,"Nenhum valor corrompido - traz inclusive Z = Z^2 + C a partir de (0,0) e lim = 2.0 * 2.0 = 4.0; prompt few-shot sem nenhum exemplo, ignorando o exemplo n-body exigido; omite o header literal ('P4\n' seguido de 'N N\n'), a semantica do bit (bit 1 = in set) e a condicao |Z|^2 <= lim apos todas as iteracoes"
qwen3-1.7b,fewshot,0.7,python,3,2,3,2,3,2,15,sim,"Melhor especificacao de saida do modelo: header literal 'P4\n' + 'N N\n', 8 pixels por byte MSB first, bit 1 = in set, padding e stdout todos corretos; prompt few-shot sem nenhum exemplo, ignorando o exemplo n-body exigido; Notes fala em 'padding for odd N', quando a regra correta e para N nao divisivel por 8; omite a formula Z = Z*Z + C a partir de (0,0) e a condicao |Z|^2 <= lim apos todas as iteracoes"
